Fixed_Acidity,Volatile_Acidity,Citric_Acid,Chlorides,Free_Sulfur_Dioxide,Total_Sulfur_Dioxide,pH,Sulphates,Alcohol,Quality,Sugar_Density
5.5,0.335,0.3,0.071,27.0,128.0,3.14,0.51,9.6,Normal,2.481
5.8,0.4,0.42,0.047,38.5,245.0,3.25,0.57,9.6,Normal,4.372280000000001
7.3,0.22,0.37,0.063,48.0,191.0,2.89,0.38,9.0,Normal,14.268540000000002
6.1,0.36,0.33,0.05,24.0,169.0,3.15,0.78,9.5,Normal,1.09197
10.0,0.2,0.39,0.05,19.0,152.0,3.0,0.42,10.4,Normal,1.3916
6.9,0.24,0.34,0.04,43.0,161.0,3.2,0.59,10.6,Normal,4.66945
6.4,0.24,0.32,0.047,54.0,162.0,3.28,0.5,10.2,Normal,14.85232
7.1,0.365,0.14,0.055,24.0,84.0,3.15,0.43,8.9,Normal,1.19292
6.8,0.15,0.3,0.05,40.0,127.0,3.4,0.39,9.7,Normal,5.26926
6.8,0.16,0.4,0.037,18.0,102.0,3.49,0.42,11.4,Normal,2.2822899999999997
6.0,0.26,0.32,0.028,29.0,113.0,3.4,0.71,12.3,Normal,3.4692
6.0,0.18,0.27,0.089,40.0,143.0,3.49,0.62,10.8,Normal,1.4884499999999998
6.9,0.33,0.21,0.053,39.0,148.0,3.12,0.45,9.4,Normal,0.9927
7.7,0.29,0.48,0.049,36.0,178.0,3.17,0.64,10.6,Normal,2.2841299999999998
7.1,0.39,0.35,0.044,26.0,72.0,3.17,0.29,11.6,Normal,12.42625
6.6,0.905,0.19,0.048,17.0,204.0,3.34,0.56,10.0,Normal,0.79472
7.2,0.27,0.27,0.048,30.0,149.0,3.1,0.51,9.2,Normal,2.38464
5.1,0.33,0.22,0.027,18.0,89.0,3.51,0.38,12.5,Normal,1.58288
6.4,0.31,0.28,0.037,12.0,119.0,3.32,0.51,10.4,Normal,1.48785
7.3,0.2,0.44,0.045,21.0,98.0,3.15,0.46,10.0,Normal,1.38936
5.7,0.32,0.5,0.049,17.0,155.0,3.22,0.64,10.0,Normal,2.58102
7.2,0.28,0.26,0.046,48.0,179.0,3.1,0.52,9.0,Normal,12.46875
7.5,0.35,0.28,0.051,26.0,157.0,3.12,0.53,9.2,Normal,9.57024
6.0,0.36,0.39,0.027,20.0,125.0,3.38,0.39,11.3,Normal,3.1712000000000002
5.0,0.17,0.56,0.026,24.0,115.0,3.48,0.39,10.8,Normal,1.4859
6.3,0.39,0.35,0.04,82.5,260.0,3.12,0.66,10.1,Normal,5.86519
6.7,0.21,0.32,0.047,29.0,140.0,3.39,0.46,9.7,Normal,5.373
7.0,0.3,0.38,0.032,60.0,181.0,3.18,0.61,9.3,Normal,14.87467
6.5,0.36,0.32,0.031,13.0,66.0,3.1,0.46,10.6,Normal,1.0907600000000002
6.1,0.55,0.15,0.031,19.0,125.0,3.36,0.47,10.2,Normal,9.75786
7.3,0.24,0.43,0.021,20.0,69.0,3.08,0.56,12.2,Normal,1.98
6.8,0.37,0.51,0.044,62.0,163.0,3.19,0.44,8.8,Normal,11.771680000000002
6.8,0.27,0.12,0.04,87.0,168.0,3.18,0.41,10.0,Normal,1.2896
8.2,0.28,0.42,0.031,30.0,93.0,3.09,0.39,11.4,Normal,1.78506
6.3,0.2,0.4,0.037,35.0,107.0,3.46,0.5,11.4,Normal,1.4875500000000001
5.9,0.26,0.27,0.048,52.0,168.0,3.35,0.44,9.4,Normal,18.18726
6.4,0.19,0.42,0.032,32.0,83.0,3.3,0.41,11.7,Normal,2.87332
6.1,0.35,0.07,0.069,22.0,108.0,3.23,0.52,9.2,Normal,1.3907599999999998
7.1,0.27,0.31,0.046,55.0,252.0,3.07,0.56,8.7,Normal,18.2
6.8,0.22,0.31,0.035,33.0,170.0,3.24,0.66,12.6,Normal,6.24834
5.8,0.28,0.34,0.031,40.0,99.0,3.39,0.39,12.8,Normal,3.9584
6.9,0.49,0.24,0.049,13.0,125.0,3.17,0.51,9.4,Normal,1.19184
6.3,0.14,0.39,0.044,26.0,116.0,3.26,0.53,10.3,Normal,1.1904
7.2,0.25,0.39,0.038,42.0,155.0,2.97,0.47,9.0,Normal,18.948104999999998
7.3,0.28,0.36,0.04,38.0,140.0,3.3,0.79,9.6,Normal,12.6746
7.2,0.19,0.39,0.036,32.0,85.0,3.16,0.5,10.5,Normal,1.1901599999999999
7.4,0.21,0.27,0.041,27.0,99.0,3.19,0.33,9.8,Normal,1.19124
6.8,0.26,0.22,0.047,57.0,210.0,3.1,0.47,9.0,Normal,7.66843
7.4,0.31,0.28,0.05,33.0,137.0,3.31,0.56,10.5,Normal,1.58864
7.0,0.22,0.31,0.03,41.0,136.0,3.16,0.37,12.7,Normal,2.67246
7.0,0.21,0.28,0.045,37.0,222.0,3.25,0.54,10.4,Normal,8.65998
7.0,0.21,0.28,0.045,37.0,221.0,3.25,0.54,10.4,Normal,8.56044
6.9,0.23,0.38,0.047,47.0,162.0,3.34,0.52,10.5,Normal,8.26182
6.8,0.29,0.5,0.053,48.0,194.0,3.09,0.45,9.4,Normal,13.26542
7.8,0.21,0.27,0.051,20.0,89.0,3.06,0.46,9.1,Normal,1.19232
7.1,0.31,0.47,0.056,54.0,197.0,3.1,0.49,9.3,Normal,13.57008
6.4,0.34,0.1,0.048,19.0,84.0,3.21,0.38,9.8,Normal,1.09197
7.4,0.155,0.34,0.045,73.5,214.0,3.18,0.61,9.9,Normal,2.28482
7.2,0.55,0.09,0.108,16.0,151.0,3.07,0.57,9.2,Low,1.4907
7.0,0.23,0.36,0.028,31.0,104.0,3.35,0.47,12.1,High,7.044619999999999
6.9,0.2,0.37,0.027,24.0,97.0,3.38,0.49,12.2,Normal,6.1504
6.1,0.28,0.32,0.042,23.0,218.5,3.27,0.6,9.8,Normal,2.48375
6.6,0.16,0.32,0.035,49.0,186.0,3.35,0.64,12.4,High,1.38684
6.2,0.35,0.04,0.06,23.0,108.0,3.26,0.54,9.2,Normal,1.1920799999999998
6.7,0.22,0.37,0.028,24.0,102.0,3.29,0.59,11.6,Normal,1.58608
6.1,0.38,0.2,0.033,25.0,137.0,3.3,0.69,10.4,Normal,6.55908
6.0,0.25,0.28,0.026,54.0,126.0,3.43,0.65,12.9,High,2.17756
6.6,0.52,0.44,0.048,54.0,245.0,3.26,0.54,9.3,Normal,12.1695
6.9,0.24,0.36,0.031,40.0,139.0,3.2,0.33,11.0,Normal,20.748
7.1,0.32,0.32,0.038,16.0,66.0,3.24,0.4,11.5,Low,10.9307
5.8,0.28,0.27,0.054,30.0,156.0,3.53,0.42,12.4,Normal,2.57764
6.5,0.41,0.24,0.048,24.0,113.0,3.44,0.53,9.8,Normal,13.9748
6.4,0.28,0.29,0.052,34.0,127.0,3.48,0.56,10.5,Normal,1.58864
7.2,0.6,0.2,0.07,21.0,174.0,3.03,0.54,9.1,Normal,9.87129
6.1,0.2,0.25,0.038,34.0,128.0,3.24,0.44,10.1,Normal,1.19052
5.9,0.46,0.14,0.042,27.0,160.0,3.46,0.51,10.6,Normal,2.6813700000000003
6.0,0.27,0.27,0.046,32.0,113.0,3.41,0.51,10.5,Normal,1.58784
6.4,0.41,0.24,0.048,24.0,113.0,3.44,0.53,9.8,Normal,13.9748
6.3,0.23,0.31,0.022,11.0,82.0,3.3,0.4,12.9,Normal,1.4838
7.1,0.21,0.27,0.056,26.0,111.0,2.95,0.52,9.5,Normal,8.56216
6.0,0.37,0.32,0.053,31.0,218.5,3.29,0.72,9.8,Normal,0.9924
6.1,0.43,0.35,0.059,83.0,249.0,3.37,0.5,8.5,Normal,9.07361
7.0,0.25,0.29,0.047,40.0,171.0,3.22,0.45,9.3,Normal,15.17264
5.9,0.25,0.19,0.047,50.0,162.0,3.35,0.38,9.5,Normal,12.36652
6.8,0.32,0.21,0.044,15.0,68.0,3.17,0.39,9.4,Normal,2.1850400000000003
7.2,0.39,0.62,0.047,66.0,178.0,3.16,0.5,8.7,Normal,10.973600000000001
6.3,0.21,0.58,0.081,34.0,126.0,2.95,0.46,8.9,Normal,9.962
7.0,0.14,0.32,0.039,54.0,141.0,3.22,0.43,9.4,Normal,8.9604
7.2,0.29,0.53,0.047,59.0,182.0,3.09,0.52,9.6,Normal,18.135479999999998
8.6,0.37,0.7,0.039,21.0,158.0,3.0,0.73,9.3,Normal,12.129345
6.5,0.38,0.34,0.036,34.0,200.0,3.14,0.76,10.0,Normal,3.37858
6.6,0.24,0.29,0.023,19.0,86.0,3.25,0.45,12.5,Normal,1.98
7.0,0.17,0.31,0.034,34.0,132.0,3.36,0.48,9.6,Normal,4.77312
5.5,0.16,0.22,0.03,30.0,102.0,3.24,0.36,9.4,Normal,4.4721
7.0,0.24,0.51,0.029,55.0,227.0,3.03,0.61,9.5,Normal,10.961500000000001
7.4,0.28,0.36,0.028,42.0,105.0,2.99,0.39,12.4,Normal,1.08823
7.0,0.22,0.28,0.037,29.0,115.0,3.11,0.55,10.5,Normal,1.48905
7.1,0.55,0.13,0.073,21.0,165.0,2.97,0.58,9.2,Normal,1.6898
6.3,0.22,0.33,0.041,67.0,164.0,3.32,0.56,10.4,Normal,1.68776
6.7,0.47,0.34,0.043,31.0,172.0,3.22,0.6,9.2,Normal,8.86796
5.9,0.36,0.41,0.047,45.0,104.0,3.33,0.51,10.6,Normal,1.28921
5.8,0.25,0.24,0.044,41.0,137.0,3.34,0.42,9.5,Normal,13.26276
6.2,0.37,0.3,0.346,79.0,200.0,3.29,0.58,9.6,Normal,6.56964
6.2,0.18,0.38,0.028,36.0,117.0,3.47,0.54,9.7,Normal,1.4895
6.0,0.16,0.37,0.025,43.0,117.0,3.46,0.51,9.7,Normal,1.4892
6.6,0.34,0.28,0.035,32.0,90.0,3.1,0.42,10.7,Normal,1.28908
7.4,0.29,0.29,0.045,53.0,180.0,3.34,0.68,10.5,Normal,1.58976
7.4,0.26,0.31,0.047,52.0,177.0,3.13,0.45,8.9,Normal,7.57112
7.0,0.28,0.36,0.035,8.0,70.0,3.09,0.46,12.1,Normal,0.9899
7.1,0.23,0.39,0.032,12.0,65.0,3.25,0.4,12.7,Normal,1.5836800000000002
7.8,0.19,0.26,0.039,42.0,182.0,3.18,0.46,9.9,Normal,8.8644
6.3,0.19,0.28,0.022,28.0,158.0,3.2,0.64,11.4,Normal,1.78326
6.8,0.2,0.38,0.04,27.0,103.0,3.37,0.58,10.7,Normal,4.6718
5.7,0.44,0.13,0.025,28.0,173.0,3.33,0.48,12.5,Normal,6.9391
7.2,0.4,0.62,0.041,70.0,189.0,3.08,0.49,8.6,Low,10.774080000000001
6.8,0.23,0.32,0.026,43.0,147.0,3.29,0.54,12.5,Normal,1.58464
5.7,0.335,0.34,0.04,13.0,174.0,3.27,0.66,10.0,Normal,0.992
7.2,0.28,0.54,0.045,54.0,200.0,3.08,0.49,9.5,Normal,16.6833
6.8,0.19,0.58,0.038,51.0,164.0,3.12,0.48,9.6,Normal,14.1645
6.4,0.3,0.3,0.038,8.0,210.0,3.2,0.62,9.9,Normal,2.235825
6.5,0.3,0.29,0.037,8.0,210.0,3.19,0.62,9.9,Normal,2.235825
7.8,0.18,0.31,0.053,46.0,140.0,3.06,0.53,8.9,Normal,12.1756
7.3,0.51,0.26,0.09,7.0,135.0,3.01,0.52,8.8,Normal,3.2815199999999995
6.0,0.24,0.27,0.048,40.0,170.0,3.64,0.54,10.0,Normal,1.88822
5.9,0.62,0.28,0.039,55.0,152.0,3.44,0.44,12.0,Normal,3.46745
6.7,0.27,0.12,0.041,62.0,138.0,3.21,0.42,10.0,Normal,1.28973
7.8,0.34,0.35,0.042,8.0,167.0,3.11,0.41,12.1,Normal,1.7834400000000001
7.3,0.26,0.36,0.04,31.0,141.0,3.16,0.59,11.0,Normal,5.1641200000000005
7.4,0.36,0.33,0.025,27.0,55.0,3.21,0.33,11.2,Normal,1.3881
7.8,0.28,0.32,0.036,34.0,115.0,3.17,0.39,10.3,Normal,8.9568
6.1,0.31,0.26,0.051,28.0,167.0,3.37,0.47,10.4,Normal,2.18372
6.8,0.18,0.37,0.055,47.0,154.0,3.08,0.45,9.1,Normal,1.58944
7.4,0.15,0.42,0.045,49.0,154.0,3.0,0.6,10.4,Normal,1.6864
5.9,0.13,0.28,0.05,20.0,78.0,3.43,0.64,10.8,Normal,1.88442
7.2,0.34,0.34,0.048,7.0,41.0,3.19,0.4,11.7,Normal,12.526919999999999
7.9,0.19,0.26,0.039,8.0,143.0,3.05,0.74,9.8,Normal,2.0878200000000002
6.9,0.25,0.4,0.038,22.0,101.0,3.03,0.39,11.4,Normal,1.28713
5.8,0.36,0.32,0.033,22.0,96.0,3.03,0.38,11.2,Normal,1.68266
5.6,0.35,0.37,0.038,6.0,72.0,3.37,0.34,11.4,Normal,0.9902
5.9,0.32,0.39,0.114,24.0,140.0,3.09,0.45,9.2,Normal,3.2782199999999997
7.2,0.31,0.46,0.04,3.0,29.0,3.04,0.53,12.5,Low,4.953
6.1,0.28,0.22,0.034,32.0,116.0,3.36,0.44,12.6,Normal,1.7816400000000001
5.2,0.36,0.02,0.031,24.0,104.0,3.44,0.35,12.2,Normal,1.58336
5.6,0.19,0.47,0.03,19.0,112.0,3.56,0.45,11.2,Normal,4.4649
6.4,0.1,0.35,0.048,31.0,103.0,3.43,0.79,9.7,Normal,4.87403
6.4,0.18,0.48,0.186,64.0,150.0,3.06,0.4,9.3,Normal,3.978
7.4,0.25,0.36,0.067,53.0,178.0,3.01,0.48,9.0,Normal,13.16832
7.9,0.345,0.51,0.047,54.0,171.0,3.09,0.51,9.1,Normal,15.28011
6.1,0.24,0.3,0.045,22.0,61.0,3.31,0.54,10.4,Normal,1.488
6.8,0.25,0.24,0.053,41.0,211.0,3.37,0.67,9.5,Normal,4.5295250000000005
6.7,0.31,0.31,0.04,10.0,175.0,3.46,0.55,11.4,Low,9.85347
7.2,0.46,0.65,0.05,76.0,192.0,3.16,0.42,8.7,Normal,10.37504
5.5,0.35,0.35,0.045,14.0,167.0,3.34,0.68,9.9,Normal,1.0912000000000002
6.7,0.24,0.41,0.036,29.0,148.0,3.22,0.62,9.9,Normal,8.65824
6.8,0.28,0.17,0.047,49.0,162.0,3.21,0.51,9.0,Normal,13.87637
6.4,0.16,0.22,0.04,41.0,149.0,3.49,0.58,10.0,Normal,1.39062
6.3,0.26,0.24,0.039,38.0,172.0,3.49,0.64,9.7,Normal,7.16976
7.7,0.22,0.42,0.052,10.0,87.0,3.3,0.49,11.8,Normal,1.8851799999999999
6.5,0.18,0.31,0.044,30.0,127.0,3.49,0.5,10.2,Normal,1.68776
7.0,0.3,0.51,0.05,40.0,168.0,3.07,0.52,9.6,Normal,13.56736
9.2,0.25,0.34,0.026,31.0,93.0,2.93,0.37,11.3,Normal,1.18992
7.8,0.28,0.34,0.028,32.0,118.0,3.0,0.38,12.1,Normal,1.58416
8.4,0.35,0.71,0.046,22.0,160.0,2.98,0.65,9.4,Normal,12.17804
6.1,0.41,0.24,0.049,16.0,137.0,3.32,0.5,10.4,Normal,1.5888
5.9,0.21,0.24,0.044,53.0,165.0,3.25,0.39,9.5,Normal,12.06249
7.2,0.34,0.44,0.047,51.0,144.0,3.01,0.76,12.3,Normal,4.1622
6.7,0.21,0.42,0.049,31.0,150.0,3.12,0.74,9.9,Normal,9.057229999999999
5.9,0.37,0.1,0.057,39.0,128.0,3.24,0.48,10.1,Normal,1.58784
7.7,0.34,0.27,0.063,39.0,184.0,3.09,0.63,9.2,Normal,8.772720000000001
7.4,0.3,0.22,0.046,16.0,135.0,3.08,0.77,10.4,Normal,1.38992
6.8,0.51,0.3,0.066,38.0,165.0,3.2,0.42,9.1,Normal,4.176900000000001
7.8,0.22,0.38,0.059,28.0,99.0,3.12,0.47,10.0,Normal,10.266010000000001
7.2,0.35,0.34,0.051,6.0,37.0,3.13,0.39,11.5,Normal,12.33056
6.0,0.26,0.5,0.048,59.0,153.0,3.08,0.61,9.8,Normal,2.1841600000000003
6.1,0.26,0.51,0.05,61.0,154.0,3.08,0.6,9.8,Normal,2.18438
6.5,0.28,0.27,0.04,44.0,179.0,3.19,0.69,9.4,Normal,5.172960000000001
7.4,0.41,0.66,0.051,77.0,194.0,3.05,0.46,8.7,Normal,10.774080000000001
6.5,0.28,0.29,0.038,26.0,107.0,3.32,0.41,11.6,Normal,2.67624
6.7,0.34,0.54,0.047,44.0,181.0,3.04,0.56,8.8,Normal,16.27881
7.2,0.2,0.34,0.032,49.0,151.0,3.16,0.39,12.7,Normal,2.673
7.4,0.2,0.33,0.035,39.0,138.0,3.17,0.44,11.7,Normal,1.8828999999999998
8.2,0.22,0.3,0.047,47.0,185.0,3.13,0.5,10.2,Normal,1.7879399999999999
8.2,0.23,0.29,0.047,47.0,187.0,3.13,0.5,10.2,Normal,1.7879399999999999
7.1,0.22,0.33,0.033,48.0,153.0,3.15,0.38,12.7,Normal,2.7717199999999997
6.0,0.38,0.26,0.034,42.0,134.0,3.38,0.38,12.3,Normal,5.9472
5.7,0.18,0.22,0.042,25.0,111.0,3.35,0.39,9.4,Normal,4.1748
7.3,0.3,0.22,0.056,44.0,168.0,3.13,0.35,10.1,Normal,6.36608
7.4,0.24,0.22,0.042,26.0,81.0,2.86,0.36,9.7,Normal,10.65078
6.6,0.25,0.3,0.046,32.0,134.0,3.42,0.51,10.1,Normal,1.5888
7.4,0.26,0.3,0.049,38.0,157.0,3.13,0.48,8.9,Normal,7.87077
6.1,0.32,0.25,0.034,37.0,136.0,3.47,0.5,10.8,Normal,1.6864
6.9,0.28,0.27,0.036,42.0,121.0,3.42,0.49,10.8,Normal,2.08446
7.0,0.23,0.33,0.04,25.0,136.0,3.19,0.58,9.5,Normal,5.771
7.1,0.31,0.5,0.059,6.0,148.0,2.94,0.44,9.1,Normal,14.475349999999999
7.3,0.2,0.37,0.037,48.0,119.0,3.32,0.49,10.9,Normal,1.1904
6.9,0.41,0.33,0.043,28.0,152.0,3.2,0.52,9.4,Normal,10.06768
6.4,0.45,0.07,0.03,10.0,131.0,2.97,0.28,10.8,Normal,1.0895500000000002
6.4,0.475,0.06,0.03,9.0,131.0,2.97,0.29,10.8,Normal,0.9904
6.3,0.27,0.38,0.051,7.0,140.0,3.45,0.5,10.5,Normal,0.89334
7.0,0.29,0.37,0.034,26.0,127.0,3.17,0.44,10.8,Normal,4.86472
5.9,0.27,0.29,0.036,31.0,115.0,3.35,0.48,10.5,High,11.34186
6.9,0.19,0.4,0.036,14.0,55.0,3.08,0.68,11.5,Normal,1.38726
6.7,0.3,0.35,0.18,36.0,160.0,3.11,0.54,9.4,Normal,1.3911799999999999
7.2,0.24,0.4,0.045,31.0,106.0,2.88,0.38,10.8,Normal,1.3879599999999999
6.3,0.26,0.49,0.052,34.0,134.0,2.99,0.61,9.8,Normal,1.4886
7.3,0.25,0.29,0.049,38.0,158.0,3.43,0.38,9.6,Normal,7.473750000000001
6.1,0.28,0.25,0.044,48.0,161.0,3.34,0.48,9.5,Normal,17.737575
7.4,0.37,0.35,0.061,12.0,94.0,3.48,0.69,10.7,Normal,5.6800500000000005
6.5,0.36,0.28,0.037,29.0,119.0,3.25,0.65,12.4,High,3.17056
7.4,0.24,0.4,0.032,9.0,95.0,3.09,0.39,11.1,Normal,4.2656
7.5,0.23,0.68,0.047,37.0,133.0,2.99,0.38,8.8,Normal,10.9758
7.5,0.21,0.68,0.045,38.0,133.0,3.0,0.36,8.7,Normal,10.87602
7.8,0.32,0.33,0.037,18.0,101.0,3.21,0.65,11.7,Normal,2.3788799999999997
7.8,0.26,0.27,0.051,52.0,195.0,3.23,0.5,10.9,Normal,1.88632
7.7,0.24,0.27,0.051,52.0,190.0,3.23,0.5,10.8,Normal,1.78704
7.4,0.19,0.3,0.057,33.0,135.0,3.12,0.5,9.6,Normal,1.3901999999999999
6.5,0.46,0.41,0.084,59.0,222.0,3.18,0.58,9.0,Normal,16.788240000000002
6.5,0.26,0.43,0.083,50.0,171.0,2.85,0.5,9.0,Normal,8.86885
5.3,0.32,0.12,0.043,22.0,141.0,3.36,0.6,10.4,Normal,6.55842
7.2,0.24,0.34,0.045,3.0,64.0,3.23,0.51,11.4,Normal,1.09043
6.0,0.36,0.06,0.066,27.0,128.0,3.26,0.55,9.3,Normal,1.3907599999999998
6.2,0.24,0.29,0.039,49.0,130.0,3.33,0.46,11.0,High,13.23616
7.6,0.56,0.12,0.096,22.0,177.0,3.32,0.45,9.1,Low,10.38232
7.0,0.32,0.24,0.048,31.0,228.0,3.23,0.62,9.4,Normal,6.1733400000000005
5.8,0.31,0.33,0.036,23.0,99.0,3.18,0.6,10.5,Normal,1.18992
7.0,0.23,0.42,0.05,35.0,144.0,3.22,0.42,8.8,Normal,18.048195
6.9,0.24,0.33,0.04,16.0,131.0,3.26,0.64,10.7,Normal,4.76928
6.0,0.29,0.2,0.045,45.0,187.0,3.33,0.42,9.5,Normal,12.56472
6.1,0.17,0.28,0.033,46.0,150.0,3.43,0.49,10.9,Normal,4.46985
5.9,0.14,0.25,0.027,34.0,140.0,3.49,0.51,10.8,Normal,4.4703
6.2,0.17,0.28,0.037,39.0,133.0,3.41,0.46,10.8,Normal,4.66757
7.4,0.28,0.25,0.053,25.0,148.0,3.1,0.62,9.2,Normal,11.871440000000002
5.6,0.35,0.14,0.046,48.0,198.0,3.3,0.71,10.3,Normal,4.968500000000001
5.8,0.335,0.14,0.046,49.0,197.0,3.3,0.71,10.3,Normal,5.76346
5.6,0.235,0.29,0.047,33.0,127.0,3.34,0.5,11.0,Normal,1.1892
6.1,0.28,0.25,0.054,34.0,189.0,3.25,0.43,9.0,Low,12.872910000000001
6.3,0.21,0.33,0.046,68.0,179.0,3.36,0.5,10.4,Normal,13.85969
6.4,0.24,0.28,0.05,34.0,163.0,3.31,0.45,9.5,Normal,11.46435
6.4,0.24,0.29,0.051,32.0,166.0,3.31,0.45,9.5,Normal,11.363520000000001
6.3,0.26,0.25,0.058,44.0,166.0,3.24,0.41,9.0,Normal,7.7695799999999995
6.5,0.33,0.72,0.061,7.0,151.0,3.09,0.57,9.5,Low,1.0923
7.4,0.105,0.34,0.05,57.0,146.0,3.16,0.37,9.0,Normal,12.16706
6.0,0.32,0.12,0.041,34.0,190.0,3.16,0.72,10.0,Normal,5.86696
7.1,0.26,0.34,0.067,35.0,189.0,3.07,0.53,9.1,Normal,14.379840000000002
5.9,0.24,0.26,0.053,34.0,134.0,3.34,0.45,9.5,Normal,12.26556
6.5,0.21,0.37,0.048,70.0,138.0,3.33,0.75,11.4,Normal,2.47925
7.7,0.27,0.35,0.03,30.0,117.0,3.11,0.42,12.2,Normal,5.2576
9.0,0.27,0.35,0.028,27.0,95.0,3.04,0.4,11.3,Normal,4.866680000000001
7.3,0.34,0.21,0.05,14.0,136.0,3.25,0.44,10.2,Normal,3.17952
6.6,0.27,0.25,0.052,41.0,188.0,3.24,0.4,11.3,Normal,3.07365
6.8,0.29,0.16,0.038,122.5,234.5,3.15,0.47,10.0,Low,1.3890799999999999
7.1,0.28,0.26,0.049,12.0,86.0,3.15,0.38,9.4,Normal,1.88746
6.8,0.25,0.34,0.032,47.0,133.0,3.37,0.5,12.2,Normal,13.9328
7.0,0.57,0.1,0.094,23.0,188.0,3.4,0.47,9.2,Low,8.276760000000001
7.1,0.17,0.38,0.052,49.0,182.0,3.35,0.52,9.6,Normal,7.36892
7.8,0.28,0.22,0.056,24.0,130.0,3.28,0.48,9.5,Normal,1.3921599999999998
6.8,0.22,0.37,0.036,38.0,195.0,3.35,0.72,12.5,Normal,1.68436
6.1,0.14,0.25,0.047,37.0,173.0,3.35,0.46,10.0,Normal,1.2902500000000001
6.4,0.24,0.5,0.047,60.0,211.0,3.18,0.57,9.3,Normal,11.56056
7.8,0.42,0.26,0.058,34.0,199.0,3.14,0.55,9.3,Normal,9.17424
6.6,0.28,0.36,0.038,22.0,101.0,3.29,0.57,11.6,Normal,1.6850399999999999
7.1,0.32,0.34,0.039,46.0,150.0,3.38,0.5,12.5,High,14.4275
6.7,0.31,0.3,0.038,18.0,130.0,3.36,0.63,10.6,Normal,2.08488
6.4,0.32,0.5,0.047,57.0,206.0,3.08,0.6,9.4,Normal,10.665759999999999
6.1,0.28,0.25,0.056,44.0,201.0,3.19,0.4,9.1,Normal,6.868950000000001
5.9,0.29,0.25,0.057,48.0,224.0,3.23,0.41,9.0,Normal,11.9772
5.8,0.32,0.38,0.033,23.0,94.0,3.42,0.42,11.8,Normal,4.70725
5.7,0.32,0.38,0.033,23.0,94.0,3.42,0.42,11.8,Normal,4.70725
6.7,0.28,0.14,0.043,64.0,159.0,3.17,0.39,10.0,Normal,1.3887999999999998
6.8,0.34,0.69,0.058,12.0,171.0,3.06,0.47,9.7,Normal,1.2910300000000001
5.9,0.25,0.25,0.052,30.0,165.0,3.24,0.44,9.5,Normal,11.266100000000002
6.4,0.27,0.32,0.24,61.0,174.0,3.12,0.48,9.4,Normal,4.4766
8.1,0.46,0.31,0.052,50.0,183.0,3.03,0.42,11.2,Normal,1.68691
6.2,0.36,0.26,0.051,54.0,201.0,3.25,0.46,9.0,Normal,13.16832
6.8,0.22,0.35,0.043,21.0,114.0,3.3,0.53,10.7,Normal,5.4659
6.8,0.67,0.3,0.29,22.0,193.0,3.08,0.67,9.0,Low,12.979199999999999
7.2,0.28,0.3,0.044,61.0,222.0,3.14,0.5,9.1,Normal,10.670039999999998
6.7,0.17,0.37,0.039,34.0,125.0,3.26,0.6,10.8,Normal,1.9844
6.9,0.2,0.34,0.043,25.0,136.0,3.31,0.6,10.1,Low,1.88765
6.1,0.36,0.16,0.037,36.0,198.0,3.17,0.62,9.9,Normal,6.36416
6.0,0.36,0.16,0.036,36.0,191.0,3.17,0.62,9.8,Normal,6.263459999999999
5.9,0.37,0.14,0.036,34.0,185.0,3.17,0.63,9.8,Normal,6.26472
7.6,0.29,0.58,0.041,51.0,225.0,3.16,0.66,9.5,Normal,17.49475
6.3,0.34,0.28,0.047,49.0,198.0,3.23,0.46,9.5,Normal,14.66619
6.7,0.19,0.34,0.022,22.0,94.0,3.23,0.57,11.1,Normal,0.9912
7.5,0.31,0.51,0.039,62.0,204.0,3.06,0.6,9.5,Normal,14.77336
7.4,0.31,0.48,0.042,62.0,204.0,3.06,0.59,9.4,Normal,14.175859999999998
8.4,0.4,0.7,0.042,29.0,197.0,3.06,0.64,9.7,Normal,13.0738
5.9,0.34,0.22,0.03,19.0,135.0,3.41,0.78,13.9,Normal,2.37456
6.6,0.38,0.18,0.042,20.0,84.0,3.22,0.45,10.1,Low,1.19124
6.4,0.33,0.28,0.038,30.0,110.0,3.12,0.42,10.5,Normal,1.09087
5.6,0.25,0.26,0.037,18.0,115.0,3.42,0.5,12.6,Normal,3.5654399999999997
8.6,0.27,0.46,0.032,13.0,41.0,2.89,0.34,10.9,Normal,6.0573
6.2,0.31,0.21,0.041,50.0,218.0,3.15,0.6,10.0,Normal,6.26283
7.2,0.18,0.45,0.046,57.0,166.0,3.13,0.62,11.2,Normal,4.37492
7.7,0.2,0.44,0.05,44.0,130.0,3.11,0.48,10.0,Normal,13.879845000000001
6.2,0.47,0.21,0.044,13.0,98.0,3.14,0.46,9.2,Normal,0.99345
6.1,0.25,0.24,0.046,51.0,172.0,3.35,0.45,9.5,Normal,12.0758
8.2,0.27,0.43,0.035,31.0,128.0,3.1,0.5,12.3,Normal,1.5865600000000002
6.4,0.31,0.39,0.04,57.0,213.0,3.32,0.43,10.0,Normal,7.460625
6.0,0.39,0.26,0.038,39.0,187.0,3.41,0.5,10.8,Normal,2.681775
6.2,0.21,0.27,0.038,41.0,150.0,3.49,0.71,10.5,Normal,1.68861
7.7,0.42,0.31,0.048,22.0,221.0,3.06,0.61,9.2,Normal,9.171479999999999
